block_type,block_type_name,inventory_item_type
2850,HieroglyphL03,1
2851,HieroglyphL04,1
2852,HieroglyphL05,1
2853,HieroglyphL06,1
2854,HieroglyphL07,1
2855,HieroglyphL08,1
2856,HieroglyphM01,1
2857,HieroglyphM02,1
2858,HieroglyphM03,1
2859,HieroglyphM04,1
2860,HieroglyphM05,1
2861,HieroglyphM06,1
2862,HieroglyphM07,1
2863,HieroglyphM08,1
2864,HieroglyphN03,1
2865,HieroglyphN04,1
2866,HieroglyphN05,1
2867,HieroglyphN06,1
2868,HieroglyphO01,1
2869,HieroglyphO02,1
2870,HieroglyphO03,1
2871,HieroglyphO04,1
2872,HieroglyphO05,1
2873,HieroglyphO06,1
2874,HieroglyphO07,1
2875,HieroglyphO08,1
2876,HieroglyphP02,1
2877,HieroglyphP03,1
2878,HieroglyphP04,1
2879,HieroglyphP05,1
2880,HieroglyphP06,1
2881,HieroglyphP07,1
2882,HieroglyphQ02,1
2883,HieroglyphQ03,1
2884,HieroglyphQ04,1
2885,HieroglyphQ05,1
2886,HieroglyphQ06,1
2887,HieroglyphQ07,1
2888,HieroglyphBlank,1
2889,WeaponSuperheroBuzzkill,5
2890,WeaponGunEasterBazooka,5
2891,Graffiti10a,0
2892,Graffiti10b,0
2893,Graffiti10c,0
2894,Graffiti10d,0
2895,Graffiti10e,0
2896,Graffiti10f,0
2897,Graffiti10g,0
2898,Graffiti10h,0
2899,Graffiti10i,0
2900,WingsFaerieEaster,4
2901,HatEasterFlowers,4
2902,DressFaerieEaster,4
2903,SuitBarrel,4
2904,TutorialCablePortal,0
2905,LabBackground1HitThrough,1
2906,LabBackground4HitThrough,1
2907,HieroglyphBlender01,1
2908,HieroglyphBlender02,1
2909,HieroglyphBlender03,1
2910,HieroglyphBlender04,1
2911,HieroglyphBlender05,1
2912,HieroglyphBlender06,1
2913,HieroglyphBlender07,1
2914,HieroglyphBlender08,1
2915,HieroglyphTextA01,1
2916,HieroglyphTextA02,1
2917,HieroglyphTextA03,1
2918,HieroglyphTextA04,1
2919,HieroglyphTextB01,1
2920,HieroglyphTextB02,1
2921,HieroglyphTextB03,1
2922,HieroglyphTextB04,1
2923,DarknessStatueA01,1
2924,DarknessStatueA02,1
2925,DarknessStatueA03,1
2926,DarknessStatueA04,1
2927,DarknessStatueA05,1
2928,DarknessStatueA06,1
2929,DarknessStatueA07,1
2930,DarknessStatueA08,1
2931,DarknessStatueA08A,1
2932,DarknessStatueA09,1
2933,DarknessStatueA10,1
2934,DarknessStatueA11,1
2935,DarknessStatueA11A,1
2936,DarknessStatueA11AB,1
2937,DarknessStatueA11ABC,1
2938,DarknessStatueA11AC,1
2939,DarknessStatueA11BC,1
2940,DarknessStatueA12,1
2941,DarknessStatueB01,1
2942,DarknessStatueB02,1
2943,DarknessStatueB03,1
2944,DarknessStatueB04,1
2945,DarknessStatueB05,1
2946,DarknessStatueB06,1
2947,DarknessStatueB07,1
2948,DarknessStatueB08,1
2949,DarknessStatueB09,1
2950,DarknessStatueB10,1
2951,DarknessStatueB11,1
2952,DarknessStatueB12,1
2953,LightStatueA01,1
2954,LightStatueA02,1
2955,LightStatueA03,1
2956,LightStatueA04,1
2957,LightStatueA05,1
2958,LightStatueA06,1
2959,LightStatueA07,1
2960,LightStatueA08,1
2961,LightStatueA08A,1
2962,LightStatueA09,1
2963,LightStatueA10,1
2964,LightStatueA11,1
2965,LightStatueA11A,1
2966,LightStatueA11AB,1
2967,LightStatueA11ABC,1
2968,LightStatueA11AC,1
2969,LightStatueA11BC,1
2970,LightStatueA12,1
2971,LightStatueB01,1
2972,LightStatueB02,1
2973,LightStatueB03,1
2974,LightStatueB04,1
2975,LightStatueB05,1
2976,LightStatueB06,1
2977,LightStatueB07,1
2978,LightStatueB08,1
2979,LightStatueB09,1
2980,LightStatueB10,1
2981,LightStatueB11,1
2982,LightStatueB12,1
2983,DarknessEntrance,0
2984,LightEntrance,0
2985,BrokenComputer,0
2986,PantsBunny,4
2987,GlovesSuperheroRetributor,5
2988,StalactitesBrown,0
2989,StalactitesGrey,0
2990,StalagmitesBrown,0
2991,StalagmitesGrey,0
2992,RiftPortal,0
2993,AlienCrackedBlock,0
2994,AlienCraterBlock,0
2995,AlienCryptoniteBlock,0
2996,AlienFlowers,0
2997,AlienLightPlant,0
2998,AlienMushroom,0
2999,AlienPoisonPlant,0
3000,AlienPurpleBackground,1
3001,AlienRockBlock,0
3002,AlienBlockRuins1,0
3003,AlienBlockRuins2,0
3004,AlienPillarRuins,0
3005,AlienSlime,0
3006,AlienSoilBlock,0
3007,AlienTentacleTrap,0
3008,AlienTree,0
3009,AlienArrowSign,0
3010,AlienBackgroundDark1,1
3011,AlienBackgroundDark2,1
3012,AlienBackgroundDark3,1
3013,AlienBackgroundDark4,1
3014,AlienBackgroundDark5,1
3015,AlienBackgroundDark6,1
3016,AlienBackgroundPurple1,1
3017,AlienBackgroundPurple2,1
3018,AlienBackgroundPurple3,1
3019,AlienBackgroundPurple4,1
3020,AlienBackgroundPurple5,1
3021,AlienBackgroundPurple6,1
3022,AlienBlockBlue1,0
3023,AlienBlockBlue2,0
3024,AlienBlockBlue3,0
3025,AlienBlockBlue4,0
3026,AlienBlockDark1,0
3027,AlienBlockDark2,0
3028,AlienBlockDark3,0
3029,AlienBlockDark4,0
3030,AlienChair,0
3031,AlienChest,0
3032,AlienColumn,0
3033,AlienComputer,0
3034,AlienDarkWindow,1
3035,AlienPurpleWindow,1
3036,AlienElevator,0
3037,AlienLightGreen,0
3038,AlienLightPurple,0
3039,AlienHangingLightGreen,0
3040,AlienHangingLightPurple,0
3041,AlienInfoScreen,0
3042,AlienLaserTrap,0
3043,AlienLightPillar,0
3044,AlienMine,0
3045,AlienPipes,0
3046,AlienPlatform,0
3047,AlienPodBlue,0
3048,AlienPodPurple,0
3049,AlienSign,0
3050,AlienTable,0
3051,AlienTurret,0
3052,AdTV,0
3053,FamiliarLock1A,10
3054,FamiliarLock2A,10
3055,FamiliarLock3A,10
3056,FamiliarLock4A,10
3057,FamiliarLock5A,10
3058,FamiliarLock6A,10
3059,FamiliarLock6B,10
3060,FamiliarLock6C,10
3061,FamiliarLock7A,10
3062,FamiliarGem1A,10
3063,FamiliarGem2A,10
3064,FamiliarGem3A,10
3065,FamiliarGem4A,10
3066,FamiliarGem5A,10
3067,FamiliarBlockSoil1A,10
3068,FamiliarBlockWood1A,10
3069,FamiliarBlockMarble1A,10
3070,FamiliarBlockSteel1A,10
3071,FamiliarBlockObsidian1A,10
3072,FamiliarBlockMagicstuff1A,10
3073,FamiliarBlockSand1A,10
3074,FamiliarBlockGranite1A,10
3075,FamiliarBlockWater1A,10
3076,FamiliarBlockLava1A,10
3077,BackDecorativeBackpack,4
3078,HatEarsFoxySkin,4
3079,NeckSpaceStrapsPurple,4
3080,NeckSpaceStrapsGreen,4
3081,MaskDeepOne,4
3082,WingsMechanicalGolden,4
3083,AlienStonesBlock,0
3084,TailAlien,4
3085,GlovesRingYellow,4
3086,GlovesRingTurquoise,4
3087,GlovesRingRose,4
3088,ContactLensesAlien,4
3089,BlueprintWingsMechanicalGolden,9
3090,MessagingComputer,0
3091,BlueprintWeaponSwordLaserClaymore,9
3092,KukouriBlockBlack,0
3093,Pinata2019,0
3094,HatSombrero2019,4
3095,SuitSuperheroHulkBlue,4
3096,SuperHeroAltar,0
3097,WeaponWiringTool,5
3098,WiringTriggerSwitch,0
3099,WiringTriggerButton,0
3100,WiringTriggerLever,0
3101,WiringTriggerPressurePad,0
3102,WiringTriggerProximitySensor,0
3103,WiringLogicGateAND,12
3104,WiringLogicGateNAND,12
3105,WiringLogicGateOR,12
3106,WiringLogicGateNOR,12
3107,WiringLogicGateXOR,12
3108,WiringLogicGateXNOR,12
3109,WiringLogicGateNOT,12
3110,FireballTriggerTrap,0
3111,OnOffLight,0
3112,DisappearingBlock,0
3113,WeatherMachine,0
3114,HatFrog,4
3115,WeaponSunUmbrella,5
3116,GlassesSwimGoggles,4
3117,NeckFloaterCat,4
3118,DressHawaiian,4
3119,ShirtFakeMuscles,4
3120,PantsMermaid,4
3121,NeckHawaiianFlowers,4
3122,ShoesBeachSlippers,4
3123,WeaponLifeguardFloater,5
3124,BackSharkFin,4
3125,SoapBubbleMachine,0
3126,Outhouse,0
3127,CampingTent,0
3128,ColaFridge,0
3129,WiringInput,12
3130,WiringOutput,12
3131,WiringInputAndOutput,12
3132,WeaponTridentPoseidon,5
3133,HatCrownPoseidon,4
3134,CapePoseidon,4
3135,HatHavaiianFlower,4
3136,PantsShortsLifeguard,4
3137,HatSummerTurquoise,4
3138,WiringLogicGateRANDOMIZER,12
3139,YoutubeAward,0
3140,ConsumableEpicPWRStone,7
3141,FlameConstantTrap,0
3142,SpikeTriggerTrap,0
3143,WiringLogicGateDELAYTIMER,12
3144,WiringLogicGateSIGNALHOLDER,12
3145,WiringLogicGateTIMER,12
3146,WiringLogicGateSIGNALDIVIDER,12
3147,GreenRedLight,0
3148,WiringTriggerButtonScifi,0
3149,WiringTriggerPushButton,0
3150,WiringTriggerGroundLeverWooden,0
3151,WiringTriggerSwitchScifi,0
3152,WiringTriggerPowerSwitch,0
3153,PoisonConstantTrap,0
3154,TrafficLightBlock,0
3155,HatHelmetIceHockey,4
3156,TrapdoorWired,0
3157,WarningLight,0
3158,PalmTree,0
3159,MaskTurtlesHeroTurquoise,4
3160,MaskTurtlesHeroYellow,4
3161,MaskTurtlesHeroPink,4
3162,MaskTurtlesHeroOrange,4
3163,NeckHeroUtilityBeltTurquoise,4
3164,NeckHeroUtilityBeltYellow,4
3165,NeckHeroUtilityBeltPink,4
3166,NeckHeroUtilityBeltOrange,4
3167,WiringLogicGateTOGGLE,12
3168,WiringTriggerButtonStone,0
3169,ShirtSailor,4
3170,PantsSailor,4
3171,HatScarfSailor,4
3172,PantsWheelchair,4
3173,SuitSuperheroHulkRed,4
3174,SuitSuperheroHulkGreen,4
3175,SuitSuperheroHulkBlack,4
3176,SuitSuperheroHulkPink,4
3177,IronBarsBackground,1
3178,SailBottom,1
3179,SailMiddle,1
3180,SailTop,1
3181,ShipWall,1
3182,ShipWallEnforced,1
3183,ShipWallSupported,1
3184,StoneBrickWall,1
3185,StoneBrickWallBroken,1
3186,StoneBrickWallIndent1,1
3187,StoneBrickWallIndent2,1
3188,StoneBrickWallIndent3,1
3189,StoneBrickWallIndent4,1
3190,StoneBrickWallIndent5,1
3191,StoneBrickWallIndent6,1
3192,TimberWall,1
3193,TimberWallSupported,1
3194,TimberWallWindow,1
3195,DeadEyeBase,0
3196,ShipGunPort,0
3197,WoodenShipHull,0
3198,WoodenShipHullFramed,0
3199,WoodenShipHullNailed,0
3200,WoodenShipHullEnforced,0
3201,CannonBalls,0
3202,ChainDarkLarge,0
3203,ChainDarkMedium,0
3204,ChainDarkSmall,0
3205,DeadEyes,0
3206,GunnyBags,0
3207,LongDinnerTable,0
3208,OilLantern,0
3209,PierSupportPole,0
3210,PirateCannon,0
3211,PirateFlag,0
3212,Ratlines,0
3213,RopeFence,0
3214,RopeOnTheWall,0
3215,ShipBoom,0
3216,ShipCabinSupport,0
3217,ShipMast,0
3218,ShipPlatform,0
3219,ShipRope,0
3220,ShipWheel,0
3221,ShipWoodenRailing,0
3222,GreenParrot,0
3223,TortureCage,0
3224,WoodenBucket,0
3225,WoodenCupboard,0
3226,WoodenPier,0
3227,WoodenStool,0
3228,Barnacles,0
3229,CoralGorgonian,0
3230,CoralMontipora,0
3231,CoralTable,0
3232,CoralTube,0
3233,JellyfishBlue,0
3234,JellyfishElectric,0
3235,PufferFishTrap,0
3236,SeaGrass,0
3237,SeastarLarge,0
3238,SeastarSmall,0
3239,Seaweed,0
3240,SunkenAnchor,0
3241,SunkenDivingHelmet,0
3242,WaterFall,3
3243,BloodFall,3
3244,AcidFall,3
3245,WaterDarkRiverFall,3
3246,EarPirateRing,4
3247,HairPirateDreadlocks,4
3248,HatPrivateerRed,4
3249,HatPrivateerBlue,4
3250,HatPrivateerPurple,4
3251,GlassesPirateEyepatch,4
3252,BeardPirateBlackBeard,4
3253,HatBlackBeard,4
3254,CoatBlackBeard,4
3255,PantsBlackBeard,4
3256,ShoesBlackBeard,4
3257,DressColonialLady,4
3258,GlassesEyesmudge,4
3259,HatBuccaneer,4
3260,ShirtBuccaneer,4
3261,PantsBuccaneer,4
3262,CoatNavalOfficer,4
3263,HairWigNavalOfficer,4
3264,HatNavalOfficer,4
3265,PantsNavalOfficer,4
3266,ShoesNavalOfficer,4
3267,CoatPirateCaptain,5
3268,HatPirateCaptain,4
3269,PantsPirateCaptain,4
3270,ShoesPirateCaptain,4
3271,ShirtPirateCaribbean,4
3272,PantsPirateCaribbean,4
3273,BeardPirateCaribbean,4
3274,WeaponSwordFalchion,5
3275,WeaponSwordRapier,5
3276,WeaponSwordSabre,5
3277,WeaponAxeBoarding,5
3278,WeaponGunFlintlock,5
3279,HatColonialLady,4
3280,FamiliarParrot1A,10
3281,FamiliarParrot2A,10
3282,FamiliarParrot3A,10
3283,FamiliarParrot4A,10
3284,ThinRope,0
3285,ShirtBirdTribe,4
3286,PantsBirdTribe,4
3287,MaskBirdTribe,4
3288,HairBirdTribe,4
3289,MaskPixelbot,4
3290,HatPixelJester,4
3291,MaskPixelJester,4
3292,OverallsPixelJester,4
3293,ShoesPixelJester,4
3294,WeaponClubPixelJester,5
3295,WeaponGoldenClaymore,5
3296,GlassesSilver,4
3297,CapeThousandDays,4
3298,MaskSnorkelGreen,4
3299,ShoesFlippersGreen,4
3300,SuitMannequin,4
3301,PantsWoodyTwoLegs,4
3302,WeaponStaffCaster,5
3303,ArmchairWhite,0
3304,BathtubGolden,0
3305,BedBlack,0
3306,ClassicPaintingLarge,0
3307,GlassPlatform,0
3308,FireplaceGothic,0
3309,LanternBlue,0
3310,LanternRed,0
3311,LanternGreen,0
3312,MirrorOval,0
3313,MirrorRectangle,0
3314,Oil,3
3315,PunchingBag,0
3316,RockPillar,0
3317,SandWall,1
3318,SofaBrown,0
3319,Telescope,0
3320,TilePurple,1
3321,TileGlassRed,1
3322,TileGlassYellow,1
3323,TileGlassGreen,1
3324,TileGlassBlue,1
3325,TileGlassPurple,1
3326,TileGlassBlack,1
3327,TreeTrunkBlock,0
3328,TreeTrunkWall,1
3329,WallShelfWooden,0
3330,WashingMachine,0
3331,WaterClear,3
3332,WaterClearFall,3
3333,HatHelmetJigasa,4
3334,HatHoodNinjaBlack,4
3335,MaskSamuraiGolden,4
3336,WeaponSwordNinjato,5
3337,ShirtNinjaBlack,4
3338,ShirtArmorKnight,4
3339,PantsArmorKnight,4
3340,HatHelmetArmorKnight,4
3341,WeaponSwordKnight,5
3342,BlueprintShirtArmorKnight,9
3343,BlueprintPantsArmorKnight,9
3344,BlueprintHatHelmetArmorKnight,9
3345,BlueprintWeaponSwordKnight,9
3346,WeaponSwordWooden,5
3347,CapeAchievement120,4
3348,FishDumbFishTiny,7
3349,FishDumbFishSmall,7
3350,FishDumbFishMedium,7
3351,FishDumbFishLarge,7
3352,FishDumbFishHuge,7
3353,LureRadioactiveWorm,7
3354,FishAcidPufferTiny,7
3355,FishAcidPufferSmall,7
3356,FishAcidPufferMedium,7
3357,FishAcidPufferLarge,7
3358,FishAcidPufferHuge,7
3359,TrophyFishAcidPuffer,0
3360,TrophyFishDumbFish,0
3361,ConsumableTreasureChestBronze,7
3362,ConsumableTreasureChestSilver,7
3363,ConsumableTreasureChestGolden,7
3364,ConsumableGemPouchBronze,7
3365,ConsumableGemPouchSilver,7
3366,ConsumableGemPouchGolden,7
3367,ConsumableTreasureKeyBronze,7
3368,ConsumableTreasureKeySilver,7
3369,ConsumableTreasureKeyGolden,7
3370,OrbWeatherNone,7
3371,OrbWeatherHeavyRain,7
3372,OrbWeatherPixelTrail,7
3373,PixelBlockToledo,0
3374,PixelBlockCabSav,0
3375,PixelBlockTawnyPort,0
3376,PixelBlockCopperRust,0
3377,PixelBlockChestnutRose,0
3378,PixelBlockRajah,0
3379,PixelBlockAlbescentWhite,0
3380,PixelBlockStarship,0
3381,PixelBlockApple,0
3382,PixelBlockSalem,0
3383,PixelBlockEden,0
3384,PixelBlockBlack,0
3385,PixelBlockShipGray,0
3386,PixelBlockSaltBox,0
3387,PixelBlockAmethystSmoke,0
3388,PixelBlockMoonRaker,0
3389,PixelBlockWhite,0
3390,PixelBlockAnakiwa,0
3391,PixelBlockCyan,0
3392,PixelBlockScienceBlue,0
3393,PixelBlockResolutionBlue,0
3394,PixelBlockBlackRock,0
3395,PixelBlockValhalla,0
3396,PixelBlockSeance,0
3397,PixelBlockBrilliantRose,0
3398,PixelBlockClassicRose,0
3399,PixelBlockSaffron,0
3400,PixelBlockTango,0
3401,PixelBlockRed,0
3402,PixelBlockTamarillo,0
3403,PixelBlockDeluge,0
3404,PixelBlockAstronaut,0
3405,PixelBackgroundToledo,1
3406,PixelBackgroundCabSav,1
3407,PixelBackgroundTawnyPort,1
3408,PixelBackgroundCopperRust,1
3409,PixelBackgroundChestnutRose,1
3410,PixelBackgroundRajah,1
3411,PixelBackgroundAlbescentWhite,1
3412,PixelBackgroundStarship,1
3413,PixelBackgroundApple,1
3414,PixelBackgroundSalem,1
3415,PixelBackgroundEden,1
3416,PixelBackgroundBlack,1
3417,PixelBackgroundShipGray,1
3418,PixelBackgroundSaltBox,1
3419,PixelBackgroundAmethystSmoke,1
3420,PixelBackgroundMoonRaker,1
3421,PixelBackgroundWhite,1
3422,PixelBackgroundAnakiwa,1
3423,PixelBackgroundCyan,1
3424,PixelBackgroundScienceBlue,1
3425,PixelBackgroundResolutionBlue,1
3426,PixelBackgroundBlackRock,1
3427,PixelBackgroundValhalla,1
3428,PixelBackgroundSeance,1
3429,PixelBackgroundBrilliantRose,1
3430,PixelBackgroundClassicRose,1
3431,PixelBackgroundSaffron,1
3432,PixelBackgroundTango,1
3433,PixelBackgroundRed,1
3434,PixelBackgroundTamarillo,1
3435,PixelBackgroundDeluge,1
3436,PixelBackgroundAstronaut,1
3437,ColorOMat,0
3438,PortalPassword,0
3439,WeaponGunBazookaDubstep,5
3440,BlueprintWeaponGunBazookaDubstep,9
3441,OilFall,3
3442,ScreenshotForbidden,0
3443,OrbWeatherSandStorm,7
3444,OrbWeatherLightRain,7
3445,OrbWeatherLightSnow,7
3446,OrbWeatherSnowStorm,7
3447,MaskTentacleshooter,5
3448,GlovesFlameEnemy,5
3449,EarsTiger,4
3450,ExtraDropFragmentLight,7
3451,ExtraDropFragmentDark,7
3452,OrbWeatherDeepNether,7
3453,ShirtHoodieOrange,4
3454,ShoesLemmy,4
3455,PantsLemmy,4
3456,ShirtLemmy,4
3457,Graffiti11a,0
3458,Graffiti11b,0
3459,Graffiti11c,0
3460,Graffiti11d,0
3461,Graffiti11e,0
3462,Graffiti11f,0
3463,Graffiti11g,0
3464,Graffiti11h,0
3465,Graffiti11i,0
3466,ClanTotem,0
3467,HairPuffyYellow,4
3468,HairSpikyJPopGreen,4
3469,HairCynthia,4
3470,HairAfroAuburn,4
3471,HairEtika,4
3472,HairArchyBlack,4
3473,HairPuffyPurple,4
3474,HairDeVil,4
3475,HairCurlyCurtainsPink,4
3476,HairFringeSpikyBlue,4
3477,HairLongRedBlack,4
3478,HairFringeSpikyGreen,4
3479,HairCarrotTop,4
3480,HairKhaleesiBlonde,4
3481,WingsDarkSprite,4
3482,HatHaloBlood,4
3483,WeaponSpiritClaw,5
3484,MaskTaunter,4
3485,HatHelmetDemonic,4
3486,ContactLensesScreamingEyes,4
3487,MaskScaryFace,4
3488,TailTaunter,4
3489,HatHornsTaunter,4
3490,ShirtScaryGreenStripe,4
3491,MaskGhoulFemale,4
3492,HairFranksBride,4
3493,SuitGhost,4
3494,HatImmisCat,4
3495,NecklaceSpectral,4
3496,BlueprintNecklaceSpectral,9
3497,HatCleaverThroughHead,4
3498,HalloweenCannon,0
3499,OrbWeatherHalloween,7
3500,ClanQuestBot,0
3501,OrbWeatherHalloweenTower,7
3502,BlueprintSuitGhost,9
3503,Cockroach,0
3504,MaskHauntedMonkey,4
3505,ShirtHauntedMonkey,4
3506,PantsHauntedMonkey,4
3507,TailHauntedMonkey,4
3508,WeaponDualBananas,5
3509,BlueprintWeaponSwordWolfBlade,9
3510,WeaponSwordWolfBlade,5
3511,BlueprintWeaponSwordFish,9
3512,WeaponSwordFish,5
3513,ShirtFrostBorn,4
3514,PantsFrostBorn,4
3515,ShoesFrostBorn,4
3516,HoodFrostBorn,4
3517,WeaponSwordFrostBorn,5
3518,BackhandItemShieldFrostBorn,4
3519,HatHelmetRacingSanta,4
3520,BeardSideburnsSanta,4
3521,HatWinterHat,4
3522,OverallsPenguin,4
3523,HatHoodPenguin,4
3524,BlueprintJetPackSnow,9
3525,JetPackSnow,4
3526,FamiliarOwlSnow1A,10
3527,BlueprintWeaponStaffSunrise,9
3528,WeaponStaffSunrise,5
3529,WingsCombo,4
3530,MaskFacePaintClanLight,4
3531,MaskFacePaintClanDark,4
3532,ShirtHoodieClanLight,4
3533,ShirtHoodieClanDark,4
3534,WingsClanLight,4
3535,WingsClanDark,4
3536,WeaponSwordClanLight,5
3537,WeaponSwordClanDark,5
3538,MaskGasClanLight,4
3539,MaskGasClanDark,4
3540,GlassesVisorClanLight,4
3541,GlassesVisorClanDark,4
3542,HatCrownClanLight,4
3543,HatCrownClanDark,4
3544,NecklaceClanLight,4
3545,NecklaceClanDark,4
3546,WeaponShieldClanLight,5
3547,WeaponShieldClanDark,5
3548,FamiliarClanLight1A,10
3549,FamiliarClanDark1A,10
3550,ShirtFatSanta,4
3551,GlovesWristbandsRed,4
3552,HatWoolyBlue,4
3553,HatWoolyRed,4
3554,HubSignClans1,0
3555,HubSignClans2,0
3556,HubSignClans3,0
3557,MaskKitsune,4
3558,HatTophatSilly,4
3559,DoorClan,0
3560,Graffiti12a,0
3561,Graffiti12b,0
3562,Graffiti12c,0
3563,Graffiti12d,0
3564,Graffiti12e,0
3565,Graffiti12f,0
3566,Graffiti12g,0
3567,Graffiti12h,0
3568,Graffiti12i,0
3569,Graffiti13a,0
3570,Graffiti13b,0
3571,Graffiti13c,0
3572,Graffiti13d,0
3573,Graffiti13e,0
3574,Graffiti13f,0
3575,MaskFaceScarfRed,4
3576,SafeBox,0
3577,MaskFaceScarfGreen,4
3578,WeaponGunIceRifle,5
3579,HatBaseballCapRed,4
3580,FamiliarLock7B,10
3581,HubSignBank1,0
3582,HubSignBank2,0
3583,HubSignBank3,0
3584,BankBackground1,1
3585,BankBackground2,1
3586,BankBackground3,1
3587,BankBackground4,1
3588,BankBackground5,1
3589,BankBackground6,1
3590,BankBackground7,1
3591,BankBackground8,1
3592,BankBackground9,1
3593,BankBackground10,1
3594,BankBackground11,1
3595,ShardFrost,8
3596,LockBattleFaction,0
3597,BattleScoreBoardFaction,0
3598,CheckPointFactionDark,0
3599,CheckPointFactionLight,0
3600,PortalFactionDark,0
3601,PortalFactionLight,0
3602,DoorFactionDark,0
3603,DoorFactionLight,0
3604,DonationBox,0
3605,GuestBook,0
3606,LockWorldBattleFaction,0
3607,HatChineseCapRed,4
3608,WeaponSwordSabreChinese,5
3609,AnniversaryCake3,0
3610,AnniversaryJukebox,0
3611,PaperLantern,0
3612,GoldenRatStatue,0
3613,BlueprintWeaponSwordHellhound,9
3614,WeaponSwordHellhound,5
3615,WeaponAxeClover,5
3616,HatPatricksHorned,4
3617,HatEarsCatGreen,4
3618,ShirtTartan,4
3619,SkirtTartan,4
3620,ShoesTartan,4
3621,HatTartan,4
3622,HairAfroGreen,4
3623,SuitMorphsuitGreen,4
3624,DecorativeRedFan,0
3625,HatCrownRat,4
3626,FireworksHuge2,7
3627,CapeAdminMidnightWalkerTriple,4
3628,WiringTriggerPressurePadSecret,0
3629,DisappearingBlockSecret01,0
3630,DisappearingBlockSecret02,0
3631,DisappearingBlockSecret03,0
3632,DarknessFactionLight,0
3633,LightFactionLight,0
3634,TimeFactionLight,0
3635,PowerLift,0
3636,TeslaSphereConstant,0
3637,ShirtHoodieBlue,4
3638,ShardFlame,8
3639,DonationBoxValentines,0
3640,ShirtPinkTuxedo,4
3641,WeaponSwordHeartBreaker,5
3642,ShirtGopnik,4
3643,PantsGopnik,4
3644,HatHeartAntennas,4
3645,ToffeeBlock,0
3646,DressWedding20,4
3647,SofaRed,0
3648,CottonCandyPlatform,0
3649,OrbWeatherHearts,7
3650,ShirtHoodiePink,4
3651,HeartLamp,0
3652,CandyCanePlatform,0
3653,BlueprintWeaponSwordBananasplit,9
3654,WeaponSwordBananasplit,5
3655,PantsSnake,4
3656,Graffiti14a,0
3657,Graffiti14b,0
3658,Graffiti14c,0
3659,Graffiti14d,0
3660,Graffiti14e,0
3661,Graffiti14f,0
3662,Graffiti14g,0
3663,Graffiti14h,0
3664,Graffiti14i,0
3665,Graffiti15a,0
3666,Graffiti15b,0
3667,Graffiti15c,0
3668,Graffiti15d,0
3669,Graffiti15e,0
3670,Graffiti15f,0
3671,Graffiti15g,0
3672,Graffiti15h,0
3673,Graffiti15i,0
3674,ShirtPyjamasPink,4
3675,PantsPyjamasPink,4
3676,MaskOldTV,4
3677,LoreBot,0
3678,LoreSign,0
3679,WingsPegasus,4
3680,NecklaceWorm,4
3681,FishPiranhaTiny,7
3682,FishPiranhaSmall,7
3683,FishPiranhaMedium,7
3684,FishPiranhaLarge,7
3685,FishPiranhaHuge,7
3686,TrophyFishPiranha,0
3687,WeaponGunPlasmaBazooka,5
3688,ShirtSchoolUniMale,4
3689,PantsSchoolUniMale,4
3690,ShirtSchoolUniFemale,4
3691,SkirtSchoolUniFemale,4
3692,PixelBlockBalticSea,0
3693,PixelBlockBittersweet,0
3694,PixelBlockBracken,0
3695,PixelBlockCafeRoyale,0
3696,PixelBlockDarkTan,0
3697,PixelBlockDodgerBlue,0
3698,PixelBlockEndeavour,0
3699,PixelBlockForestGreen,0
3700,PixelBlockJapaneseLaurel,0
3701,PixelBlockKorma,0
3702,PixelBlockTuscany,0
3703,PixelBackgroundBalticSea,1
3704,PixelBackgroundBittersweet,1
3705,PixelBackgroundBracken,1
3706,PixelBackgroundCafeRoyale,1
3707,PixelBackgroundDarkTan,1
3708,PixelBackgroundDodgerBlue,1
3709,PixelBackgroundEndeavour,1
3710,PixelBackgroundForestGreen,1
3711,PixelBackgroundJapaneseLaurel,1
3712,PixelBackgroundKorma,1
3713,PixelBackgroundTuscany,1
3714,PixelPlatformToledo,0
3715,PixelPlatformCabSav,0
3716,PixelPlatformTawnyPort,0
3717,PixelPlatformCopperRust,0
3718,PixelPlatformChestnutRose,0
3719,PixelPlatformRajah,0
3720,PixelPlatformAlbescentWhite,0
3721,PixelPlatformStarship,0
3722,PixelPlatformApple,0
3723,PixelPlatformSalem,0
3724,PixelPlatformEden,0
3725,PixelPlatformBlack,0
3726,PixelPlatformShipGray,0
3727,PixelPlatformSaltBox,0
3728,PixelPlatformAmethystSmoke,0
3729,PixelPlatformMoonRaker,0
3730,PixelPlatformWhite,0
3731,PixelPlatformAnakiwa,0
3732,PixelPlatformCyan,0
3733,PixelPlatformScienceBlue,0
3734,PixelPlatformResolutionBlue,0
3735,PixelPlatformBlackRock,0
3736,PixelPlatformValhalla,0
3737,PixelPlatformSeance,0
3738,PixelPlatformBrilliantRose,0
3739,PixelPlatformClassicRose,0
3740,PixelPlatformSaffron,0
3741,PixelPlatformTango,0
3742,PixelPlatformRed,0
3743,PixelPlatformTamarillo,0
3744,PixelPlatformDeluge,0
3745,PixelPlatformAstronaut,0
3746,PixelPlatformBalticSea,0
3747,PixelPlatformBittersweet,0
3748,PixelPlatformBracken,0
3749,PixelPlatformCafeRoyale,0
3750,PixelPlatformDarkTan,0
3751,PixelPlatformDodgerBlue,0
3752,PixelPlatformEndeavour,0
